PIXEL,SB1,SB2,SB3,SB4,SB5
10649,2045-50,2113-50
10761,2045-50,2113-50
10762,2045-50,2113-50
10764,2140-50,2113-50
10766,2207-50,2140-50
10870,2045-50,2113-50
10872,2140-50,2113-50
10874,2207-50,2140-50
10972,2045-50,2032-54
10973,2045-50,2032-54
10974,2057-54,2045-50,2113-50
10975,2057-54,2045-50,2113-50
10976,2126-54,2140-50,2113-50
10977,2126-54,2140-50,2113-50
10978,2156-54,2207-50,2140-50
10979,2156-54,2207-50,2140-50
11073,2045-50,2032-54
11074,2057-54,2045-50,2032-54
11075,2057-54,2045-50,2113-50
11076,2126-54,2057-54,2113-50
11077,2126-54,2140-50,2113-50
11078,2156-54,2126-54,2140-50
11079,2156-54,2207-50,2140-50
11080,2156-54,2207-50
11170,2038-58,2057-54,2045-50,2032-54
11171,2038-58,2057-54,2045-50,2032-54
11172,2126-54,2057-54,2110-58,2113-50
11173,2126-54,2140-50,2057-54,2110-58,2113-50
11174,2156-54,2126-54,2140-50
11175,2156-54,2126-54,2207-50,2140-50
11176,2156-54,2207-50
11177,2156-54,2207-50
11262,2038-58,2032-54
11263,2038-58,2057-54,2032-54
11264,2038-58,2126-54,2057-54,2110-58
11265,2126-54,2057-54,2110-58
11266,2156-54,2126-54,2110-58
11267,2156-54,2126-54
11350,2038-58,2032-54
11351,2038-58,2057-54,2032-54
11352,2038-58,2057-54,2110-58,2032-54
11353,2126-54,2057-54,2110-58
11354,2126-54,2110-58
11355,2156-54,2126-54
11436,2038-58,2110-58
11437,2038-58,2110-58
11517,2038-58,2110-58
